loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
5400,60 months,6.86,106.57,A,10+ years,RENT,156000,Not Verified,debt_consolidation,28.7,0,730,79.2,Charged Off
19800,36 months,13.83,675.08,C,10+ years,RENT,91800,Verified,credit_card,20.16,0,703,72.1,Fully Paid
8900,36 months,22.16,340.63,F,10+ years,MORTGAGE,49300,Source Verified,credit_card,18.98,1,657,76.3,Charged Off
22800,36 months,12.18,759.25,C,2 years,MORTGAGE,32300,Source Verified,debt_consolidation,22.69,0,690,13.9,Fully Paid
5200,60 months,10.43,111.59,B,5 years,MORTGAGE,39700,Not Verified,debt_consolidation,11.93,0,699,87.4,Fully Paid
5600,36 months,12.2,186.54,C,10+ years,RENT,70400,Verified,debt_consolidation,16.28,0,692,68.9,Fully Paid
3500,36 months,7.21,108.41,A,,RENT,67400,Not Verified,debt_consolidation,35.78,1,750,64.2,Charged Off
9100,60 months,14.23,212.83,C,2 years,MORTGAGE,147400,Verified,debt_consolidation,20.39,0,687,51.6,Charged Off
10500,36 months,13.39,355.76,C,5 years,MORTGAGE,64600,Verified,debt_consolidation,21.86,0,688,42.5,Fully Paid
21900,60 months,12.85,496.61,C,5 years,MORTGAGE,52900,Verified,small_business,23.57,0,711,83.7,Fully Paid
8100,36 months,12.6,271.36,C,3 years,MORTGAGE,32500,Not Verified,car,21.09,1,703,60.3,Charged Off
4200,36 months,11.34,138.18,C,10+ years,MORTGAGE,50000,Verified,credit_card,25.76,0,693,56.1,Charged Off
13700,36 months,6.0,416.78,A,10+ years,RENT,138100,Verified,debt_consolidation,7.71,0,725,29.6,Fully Paid
13700,60 months,15.4,328.81,D,1 year,MORTGAGE,28300,Source Verified,debt_consolidation,7.13,2,680,38.7,Fully Paid
29300,36 months,16.07,1031.11,D,10+ years,MORTGAGE,46900,Verified,debt_consolidation,14.98,0,672,44.3,Fully Paid
10100,60 months,17.65,254.55,D,10+ years,RENT,33700,Source Verified,debt_consolidation,22.97,0,670,60.0,Fully Paid
17200,60 months,7.48,344.49,A,2 years,RENT,62900,Verified,credit_card,45.26,0,747,57.0,Fully Paid
19600,36 months,16.82,697.04,E,10+ years,RENT,29100,Verified,other,19.56,0,663,12.4,Fully Paid
16900,36 months,30.0,717.43,G,10+ years,RENT,85000,Not Verified,debt_consolidation,25.2,0,645,41.6,Charged Off
24900,36 months,11.48,820.87,B,4 years,OWN,57500,Not Verified,debt_consolidation,29.76,0,714,48.8,Fully Paid
4900,36 months,17.0,174.7,D,2 years,MORTGAGE,46400,Not Verified,credit_card,13.11,0,686,70.3,Fully Paid
40000,60 months,11.23,874.29,B,5 years,MORTGAGE,25400,Verified,credit_card,12.04,1,712,56.8,Fully Paid
33300,36 months,9.88,1072.62,B,10+ years,OWN,51300,Verified,debt_consolidation,11.5,1,706,46.4,Fully Paid
23000,36 months,12.44,768.77,C,9 years,RENT,68500,Not Verified,debt_consolidation,18.53,0,696,44.7,Fully Paid
7400,60 months,17.56,186.14,D,10+ years,RENT,67900,Verified,debt_consolidation,19.82,0,672,66.8,Fully Paid
14200,36 months,19.24,522.24,E,7 years,MORTGAGE,51000,Verified,debt_consolidation,31.38,1,667,75.6,Charged Off
13400,36 months,12.55,448.6,C,2 years,MORTGAGE,149400,Not Verified,debt_consolidation,19.45,0,702,59.0,Charged Off
5000,36 months,11.99,166.05,C,10+ years,OWN,242300,Not Verified,debt_consolidation,16.93,0,700,74.4,Fully Paid
13000,36 months,12.63,435.71,B,10+ years,MORTGAGE,126200,Not Verified,debt_consolidation,19.01,0,721,12.4,Fully Paid
9900,36 months,19.67,366.26,E,4 years,RENT,84000,Verified,major_purchase,13.19,0,662,66.4,Fully Paid
18100,36 months,12.25,603.34,B,2 years,OWN,54600,Not Verified,credit_card,30.89,0,703,56.6,Fully Paid
7400,36 months,7.5,230.19,A,1 year,MORTGAGE,52000,Source Verified,credit_card,15.42,0,738,73.3,Fully Paid
40000,60 months,15.72,966.78,D,10+ years,RENT,71500,Source Verified,debt_consolidation,12.15,1,688,62.6,Fully Paid
13400,36 months,16.22,472.56,D,2 years,OWN,17200,Not Verified,credit_card,9.78,1,694,89.4,Fully Paid
19000,36 months,6.48,582.16,A,10+ years,MORTGAGE,130800,Verified,debt_consolidation,21.61,0,734,70.3,Fully Paid
6900,60 months,11.64,152.23,B,,RENT,157700,Not Verified,debt_consolidation,25.33,0,729,80.9,Fully Paid
25100,36 months,11.44,826.98,B,10+ years,MORTGAGE,75800,Not Verified,small_business,29.34,0,746,44.6,Charged Off
11800,36 months,15.58,412.41,D,2 years,RENT,94900,Verified,debt_consolidation,27.87,0,678,74.9,Fully Paid
11900,36 months,12.74,399.47,C,10+ years,MORTGAGE,36000,Not Verified,debt_consolidation,8.07,0,689,74.7,Charged Off
19500,36 months,7.12,603.17,A,10+ years,RENT,85000,Not Verified,debt_consolidation,13.99,0,747,61.3,Fully Paid
8600,36 months,6.7,264.37,A,10+ years,RENT,44800,Verified,credit_card,10.22,0,733,29.0,Fully Paid
13500,36 months,22.32,517.81,E,10+ years,RENT,78300,Source Verified,debt_consolidation,7.67,0,661,51.0,Fully Paid
18500,36 months,8.21,581.52,A,10+ years,RENT,143700,Not Verified,debt_consolidation,11.94,0,739,,Fully Paid
12100,60 months,10.73,261.46,B,< 1 year,MORTGAGE,92300,Verified,debt_consolidation,4.96,1,706,93.8,Fully Paid
16100,60 months,18.54,413.58,D,10+ years,OWN,80500,Not Verified,debt_consolidation,12.84,0,679,84.3,Fully Paid
17400,36 months,12.04,578.26,B,4 years,MORTGAGE,144400,Not Verified,small_business,14.29,0,705,75.9,Fully Paid
8500,36 months,12.06,282.57,B,3 years,MORTGAGE,75600,Not Verified,debt_consolidation,12.64,0,696,59.1,Charged Off
16500,36 months,15.41,575.3,D,6 years,MORTGAGE,34100,Not Verified,debt_consolidation,19.17,0,696,25.5,Fully Paid
8500,60 months,18.9,220.03,D,5 years,MORTGAGE,72500,Verified,credit_card,11.21,0,688,51.0,Charged Off
4000,60 months,16.31,97.93,D,5 years,RENT,56700,Source Verified,debt_consolidation,25.2,0,678,54.2,Charged Off
12900,36 months,11.07,422.76,B,5 years,MORTGAGE,40400,Not Verified,medical,9.02,1,702,41.5,Fully Paid
22800,36 months,17.99,824.16,E,10+ years,RENT,122800,Verified,credit_card,10.27,4,663,49.4,Charged Off
8700,60 months,5.86,167.63,A,,MORTGAGE,74200,Not Verified,credit_card,18.33,0,751,56.5,Fully Paid
8300,60 months,6.02,160.54,A,10+ years,RENT,105400,Not Verified,debt_consolidation,10.09,1,749,58.6,Fully Paid
10000,36 months,13.37,338.72,C,5 years,RENT,55700,Verified,credit_card,22.52,0,710,76.8,Fully Paid
13200,36 months,10.63,429.84,B,2 years,RENT,206700,Not Verified,credit_card,5.68,0,713,35.1,Fully Paid
10400,36 months,15.64,363.79,C,2 years,RENT,43500,Not Verified,small_business,16.3,0,705,55.5,Charged Off
11200,36 months,9.02,356.26,A,10+ years,OWN,112800,Verified,small_business,15.96,0,743,55.9,Fully Paid
10600,60 months,7.97,214.78,A,10+ years,RENT,59900,Not Verified,debt_consolidation,13.64,0,744,92.0,Fully Paid
9700,36 months,15.85,340.31,D,< 1 year,OWN,51100,Verified,debt_consolidation,26.93,0,687,,Fully Paid
5200,36 months,12.53,174.03,B,4 years,MORTGAGE,41600,Verified,debt_consolidation,17.64,0,730,84.2,Fully Paid
10400,36 months,12.48,347.82,C,2 years,MORTGAGE,141200,Not Verified,home_improvement,12.08,0,710,51.8,Fully Paid
6900,36 months,8.69,218.42,B,1 year,OWN,50800,Verified,debt_consolidation,13.15,1,703,50.8,Fully Paid
11400,36 months,6.36,348.67,A,10+ years,OWN,67500,Verified,credit_card,15.96,1,756,64.9,Fully Paid
14100,36 months,7.89,441.13,A,< 1 year,RENT,37000,Verified,debt_consolidation,14.91,1,759,74.4,Fully Paid
15100,36 months,16.87,537.38,D,10+ years,MORTGAGE,34900,Verified,credit_card,7.12,0,709,66.8,Fully Paid
17300,36 months,10.38,561.31,B,2 years,MORTGAGE,52900,Verified,major_purchase,27.4,1,721,19.6,Fully Paid
7500,36 months,20.23,279.61,E,7 years,MORTGAGE,92200,Not Verified,debt_consolidation,27.9,0,662,42.6,Charged Off
5900,36 months,13.4,199.93,C,10+ years,RENT,43900,Verified,debt_consolidation,32.74,0,702,24.1,Charged Off
15500,36 months,23.0,600.0,F,10+ years,MORTGAGE,42500,Verified,medical,10.38,0,623,14.2,Fully Paid
22300,36 months,13.57,757.51,C,10+ years,RENT,124800,Source Verified,medical,44.8,0,679,84.2,Fully Paid
10800,36 months,19.23,397.14,E,2 years,MORTGAGE,38100,Source Verified,debt_consolidation,15.84,1,682,84.6,Charged Off
19200,60 months,21.51,524.95,E,10+ years,MORTGAGE,162200,Source Verified,credit_card,50.0,1,686,49.1,Fully Paid
11600,36 months,17.61,417.1,E,3 years,RENT,73500,Verified,debt_consolidation,22.95,0,656,53.3,Charged Off
11800,60 months,7.93,238.87,A,3 years,RENT,65900,Source Verified,debt_consolidation,14.86,0,749,16.5,Fully Paid
4200,60 months,17.45,105.4,D,10+ years,MORTGAGE,193400,Verified,debt_consolidation,11.86,0,677,43.7,Fully Paid
5200,60 months,13.53,119.73,C,7 years,MORTGAGE,69800,Source Verified,debt_consolidation,17.5,0,711,31.4,Charged Off
10500,60 months,13.69,242.63,C,10+ years,RENT,108300,Verified,debt_consolidation,25.82,0,691,48.1,Charged Off
22400,60 months,19.6,588.49,E,1 year,MORTGAGE,32800,Source Verified,debt_consolidation,7.84,1,674,40.8,Fully Paid
13800,36 months,9.64,442.96,B,< 1 year,RENT,66300,Verified,home_improvement,22.09,1,722,36.5,Fully Paid
7300,60 months,12.85,165.54,C,10+ years,MORTGAGE,109100,Not Verified,debt_consolidation,27.08,0,694,28.1,Charged Off
8000,36 months,7.37,248.37,A,2 years,OWN,79100,Source Verified,other,8.53,0,733,41.3,Fully Paid
6900,60 months,20.39,184.31,E,5 years,MORTGAGE,103800,Not Verified,major_purchase,25.96,0,673,34.3,Fully Paid
11800,36 months,23.26,458.38,E,10+ years,RENT,89200,Not Verified,home_improvement,18.27,1,660,75.9,Fully Paid
23800,60 months,12.32,533.27,B,8 years,RENT,260600,Verified,credit_card,16.29,0,696,80.6,Fully Paid
23200,60 months,12.77,525.14,C,1 year,MORTGAGE,151200,Source Verified,debt_consolidation,13.63,1,664,58.6,Fully Paid
9200,60 months,11.9,204.18,C,10+ years,MORTGAGE,83000,Verified,credit_card,14.12,1,723,35.8,Fully Paid
8700,36 months,12.21,289.84,B,2 years,MORTGAGE,152400,Not Verified,debt_consolidation,15.64,3,699,56.1,Fully Paid
15500,60 months,17.82,392.08,D,8 years,MORTGAGE,40300,Not Verified,credit_card,15.99,0,690,72.7,Fully Paid
9100,36 months,10.03,293.76,B,3 years,RENT,73100,Verified,credit_card,26.26,0,704,75.2,Charged Off
12100,36 months,12.31,403.69,C,10+ years,MORTGAGE,64400,Verified,home_improvement,13.22,0,696,61.1,Fully Paid
16900,36 months,10.48,549.13,B,10+ years,MORTGAGE,60500,Verified,debt_consolidation,17.82,1,705,43.9,Fully Paid
30700,36 months,9.84,988.3,B,5 years,RENT,30900,Not Verified,debt_consolidation,19.83,1,723,67.7,Fully Paid
8700,36 months,5.0,260.75,A,10+ years,RENT,164900,Source Verified,credit_card,17.23,0,758,80.7,Fully Paid
37800,36 months,8.19,1187.83,A,5 years,RENT,45500,Source Verified,debt_consolidation,12.62,1,738,23.8,Fully Paid
28300,36 months,12.09,941.18,C,5 years,MORTGAGE,127100,Source Verified,home_improvement,33.51,0,694,55.9,Fully Paid
16400,36 months,12.78,550.84,B,10+ years,MORTGAGE,35700,Source Verified,debt_consolidation,11.57,0,716,68.9,Fully Paid
9900,36 months,12.39,330.67,B,10+ years,MORTGAGE,76600,Not Verified,debt_consolidation,14.65,0,723,60.5,Charged Off
14200,36 months,9.53,455.07,B,5 years,MORTGAGE,64600,Not Verified,debt_consolidation,8.23,0,706,70.3,Fully Paid
18300,36 months,6.7,562.54,A,10+ years,OWN,176700,Source Verified,credit_card,12.86,1,718,75.0,Fully Paid
23600,36 months,13.53,801.22,C,10+ years,OWN,136400,Not Verified,debt_consolidation,11.49,1,693,85.6,Fully Paid
12700,36 months,18.54,462.58,D,2 years,MORTGAGE,41700,Not Verified,credit_card,19.43,0,686,85.1,Fully Paid
16100,60 months,13.29,368.72,C,9 years,RENT,68000,Source Verified,debt_consolidation,5.27,1,703,15.9,Fully Paid
33300,36 months,8.65,1053.52,B,5 years,MORTGAGE,55900,Not Verified,other,8.52,1,724,82.1,Fully Paid
16000,36 months,18.62,583.43,D,10+ years,OWN,40500,Not Verified,home_improvement,13.2,0,679,62.7,Charged Off
30700,60 months,13.37,704.35,D,5 years,MORTGAGE,17200,Not Verified,debt_consolidation,9.5,2,665,59.6,Fully Paid
11400,60 months,12.83,258.39,D,10+ years,RENT,58100,Source Verified,debt_consolidation,34.23,0,685,59.6,Fully Paid
12600,36 months,9.47,403.44,B,3 years,RENT,65100,Source Verified,debt_consolidation,14.58,0,716,13.6,Fully Paid
9700,36 months,11.12,318.12,B,8 years,OWN,99200,Not Verified,home_improvement,31.98,1,705,48.8,Fully Paid
8100,36 months,13.11,273.35,C,9 years,MORTGAGE,42400,Not Verified,debt_consolidation,4.88,0,724,31.7,Fully Paid
13800,36 months,18.71,503.83,E,3 years,MORTGAGE,50000,Not Verified,small_business,10.11,1,660,45.9,Fully Paid
2400,36 months,17.88,86.62,D,10+ years,MORTGAGE,60700,Verified,debt_consolidation,36.13,0,688,54.9,Fully Paid
13100,36 months,10.12,423.44,B,,MORTGAGE,139300,Source Verified,small_business,10.98,0,705,28.0,Fully Paid
18600,36 months,11.82,616.19,C,10+ years,MORTGAGE,49600,Source Verified,debt_consolidation,15.38,0,690,11.4,Fully Paid
16000,36 months,6.01,486.82,A,10+ years,RENT,51600,Not Verified,debt_consolidation,16.31,1,743,39.8,Fully Paid
7600,36 months,13.78,258.94,C,1 year,MORTGAGE,84000,Not Verified,debt_consolidation,13.87,0,712,47.9,Fully Paid
9900,60 months,18.54,254.31,D,8 years,MORTGAGE,42000,Verified,credit_card,24.96,0,697,26.9,Charged Off
7400,36 months,11.8,245.08,B,1 year,RENT,54700,Not Verified,debt_consolidation,16.31,3,725,71.0,Fully Paid
8400,36 months,12.37,280.49,C,4 years,MORTGAGE,56500,Verified,major_purchase,23.66,1,694,41.5,Fully Paid
7300,36 months,11.57,240.97,B,10+ years,RENT,40300,Not Verified,debt_consolidation,13.27,0,711,60.8,Fully Paid
7900,36 months,9.44,252.84,B,,MORTGAGE,89000,Not Verified,home_improvement,23.15,0,709,34.6,Fully Paid
20600,36 months,11.76,681.86,B,9 years,MORTGAGE,82600,Verified,debt_consolidation,11.67,0,727,91.9,Fully Paid
5500,36 months,18.6,200.5,D,5 years,OWN,23700,Source Verified,credit_card,26.23,0,681,75.7,Fully Paid
16500,36 months,17.5,592.38,E,1 year,RENT,56100,Not Verified,car,8.92,1,657,12.0,Fully Paid
18600,36 months,9.79,598.34,B,2 years,MORTGAGE,61000,Not Verified,credit_card,8.4,0,719,89.6,Fully Paid
7100,60 months,6.41,138.62,A,10+ years,MORTGAGE,32500,Verified,debt_consolidation,13.01,0,735,48.4,Fully Paid
13100,60 months,8.16,266.63,B,4 years,RENT,68800,Source Verified,debt_consolidation,17.47,0,707,39.6,Fully Paid
15400,60 months,6.31,299.95,A,3 years,RENT,14300,Verified,debt_consolidation,22.56,0,733,52.3,Fully Paid
22700,36 months,17.15,811.01,D,10+ years,OWN,69000,Source Verified,debt_consolidation,4.36,1,670,35.5,Fully Paid
4900,36 months,16.19,172.73,D,,MORTGAGE,19700,Source Verified,debt_consolidation,14.37,0,703,73.1,Fully Paid
13600,36 months,14.8,470.12,C,10+ years,MORTGAGE,162800,Source Verified,major_purchase,16.57,0,697,69.8,Fully Paid
14200,60 months,9.73,299.83,B,,MORTGAGE,45500,Source Verified,credit_card,28.53,0,729,24.8,Fully Paid
4200,36 months,13.7,142.93,C,4 years,RENT,32300,Source Verified,small_business,9.82,0,691,42.1,Fully Paid
23700,60 months,11.2,517.66,B,8 years,RENT,99500,Source Verified,home_improvement,5.54,0,731,47.7,Fully Paid
16400,36 months,20.06,609.98,E,10+ years,RENT,88300,Source Verified,debt_consolidation,17.76,0,665,57.2,Fully Paid
13500,60 months,20.51,361.51,E,10+ years,MORTGAGE,30600,Source Verified,car,1.84,0,683,67.7,Charged Off
28700,36 months,7.23,889.19,A,10+ years,MORTGAGE,30600,Source Verified,major_purchase,17.92,1,746,43.9,Fully Paid
7900,36 months,14.57,272.2,C,10+ years,MORTGAGE,20900,Verified,debt_consolidation,20.19,0,722,56.9,Fully Paid
23800,36 months,13.95,812.85,C,1 year,MORTGAGE,67000,Source Verified,debt_consolidation,12.2,1,662,89.9,Fully Paid
14400,60 months,20.47,385.29,E,10+ years,RENT,60200,Not Verified,medical,24.2,0,668,37.6,Fully Paid
9100,36 months,13.12,307.14,D,10+ years,RENT,27600,Not Verified,debt_consolidation,7.0,0,687,68.2,Charged Off
5300,36 months,9.82,170.57,B,6 years,RENT,60600,Verified,medical,21.35,0,703,41.5,Fully Paid
20700,36 months,10.84,676.12,B,2 years,MORTGAGE,82600,Verified,debt_consolidation,13.5,0,715,54.5,Fully Paid
12900,60 months,9.75,272.5,B,2 years,RENT,78900,Not Verified,medical,35.05,0,713,45.6,Fully Paid
27000,60 months,12.88,612.68,C,3 years,MORTGAGE,28900,Verified,debt_consolidation,11.22,0,715,36.6,Fully Paid
16400,36 months,6.5,502.64,A,3 years,MORTGAGE,65500,Not Verified,debt_consolidation,36.57,0,758,45.3,Fully Paid
17900,60 months,6.56,350.74,A,6 years,RENT,22900,Not Verified,credit_card,20.59,0,735,36.5,Fully Paid
6600,60 months,14.59,155.6,D,5 years,RENT,85200,Not Verified,medical,10.01,0,707,59.5,Fully Paid
19400,36 months,10.63,631.74,B,5 years,RENT,67300,Source Verified,debt_consolidation,16.04,0,727,77.5,Fully Paid
19900,60 months,14.51,468.32,C,10+ years,RENT,52500,Not Verified,debt_consolidation,5.63,0,700,89.5,Fully Paid
18100,36 months,14.08,619.32,C,10+ years,RENT,56600,Not Verified,debt_consolidation,6.75,0,688,59.9,Fully Paid
9400,36 months,13.9,320.81,C,10+ years,MORTGAGE,75000,Not Verified,car,13.93,0,694,27.6,Fully Paid
16800,60 months,11.37,368.38,B,9 years,MORTGAGE,53000,Source Verified,credit_card,15.15,1,723,49.0,Fully Paid
8500,60 months,19.34,222.09,D,,RENT,41000,Source Verified,credit_card,5.3,0,684,10.6,Fully Paid
10000,36 months,24.73,396.17,F,< 1 year,RENT,37300,Verified,car,18.62,0,658,47.1,Charged Off
24600,36 months,10.09,794.81,B,2 years,RENT,84400,Verified,other,28.77,1,706,34.7,Fully Paid
8600,36 months,14.98,298.04,C,9 years,RENT,23300,Verified,debt_consolidation,37.25,0,700,48.0,Fully Paid
13400,60 months,11.9,297.4,B,5 years,OWN,30800,Verified,debt_consolidation,7.4,0,705,51.1,Fully Paid
20400,60 months,12.32,457.09,B,4 years,RENT,59300,Source Verified,small_business,30.91,0,707,57.3,Fully Paid
10900,36 months,9.75,350.43,B,10+ years,MORTGAGE,74300,Verified,debt_consolidation,3.72,0,700,11.3,Fully Paid
18800,36 months,7.6,585.66,A,5 years,OWN,43600,Verified,credit_card,10.23,0,752,33.5,Fully Paid
16100,60 months,7.51,322.69,A,10+ years,MORTGAGE,53500,Not Verified,debt_consolidation,16.38,0,745,76.5,Charged Off
13900,60 months,16.01,338.09,C,10+ years,RENT,106200,Source Verified,home_improvement,7.96,0,708,,Fully Paid
9900,36 months,6.15,301.85,A,10+ years,RENT,86500,Source Verified,debt_consolidation,8.87,0,742,10.8,Charged Off
20000,60 months,10.37,428.59,B,10+ years,MORTGAGE,34300,Verified,small_business,29.2,1,704,48.8,Fully Paid
29600,60 months,13.05,674.25,C,2 years,MORTGAGE,64000,Verified,debt_consolidation,9.36,2,703,79.7,Fully Paid
15700,36 months,11.99,521.39,C,1 year,RENT,73900,Verified,small_business,30.85,0,698,53.1,Fully Paid
8600,60 months,12.83,194.93,B,10+ years,RENT,74000,Verified,debt_consolidation,17.0,0,704,38.6,Fully Paid
10300,36 months,6.48,315.59,A,10+ years,MORTGAGE,26500,Not Verified,debt_consolidation,4.31,0,726,38.7,Fully Paid
23500,60 months,10.91,509.89,B,10+ years,RENT,100600,Not Verified,debt_consolidation,24.32,0,724,57.6,Fully Paid
18300,36 months,23.79,715.94,F,10+ years,MORTGAGE,57300,Source Verified,car,13.89,0,672,57.0,Fully Paid
26800,36 months,20.93,1008.73,E,3 years,MORTGAGE,193700,Verified,debt_consolidation,12.81,0,672,19.9,Fully Paid
13100,60 months,13.16,299.14,C,10+ years,MORTGAGE,41500,Not Verified,debt_consolidation,17.89,0,703,53.8,Fully Paid
16400,36 months,10.61,533.89,B,< 1 year,RENT,133700,Source Verified,debt_consolidation,15.83,0,705,54.0,Fully Paid
23900,36 months,28.46,994.54,F,10+ years,MORTGAGE,58400,Source Verified,credit_card,15.51,0,663,38.9,Charged Off
30100,36 months,15.64,1052.88,D,10+ years,MORTGAGE,77900,Source Verified,home_improvement,38.12,0,686,65.2,Fully Paid
16000,60 months,18.95,414.61,E,10+ years,OWN,141700,Source Verified,debt_consolidation,12.93,0,705,25.1,Fully Paid
15700,36 months,12.1,522.21,B,10+ years,MORTGAGE,77900,Not Verified,debt_consolidation,8.6,0,702,90.9,Fully Paid
17200,60 months,11.59,379.05,B,10+ years,RENT,268200,Source Verified,debt_consolidation,17.69,1,710,68.9,Charged Off
28200,36 months,10.51,916.7,B,5 years,MORTGAGE,54400,Verified,debt_consolidation,12.01,1,712,63.8,Fully Paid
12400,36 months,9.7,398.37,B,10+ years,MORTGAGE,74600,Verified,debt_consolidation,30.08,0,719,66.8,Fully Paid
15500,36 months,9.15,493.98,B,1 year,RENT,52900,Source Verified,debt_consolidation,14.8,1,721,42.1,Fully Paid
8100,36 months,6.25,247.34,A,10+ years,RENT,69200,Verified,debt_consolidation,19.49,0,761,6.2,Fully Paid
3700,36 months,9.98,119.35,B,9 years,MORTGAGE,53800,Source Verified,debt_consolidation,21.02,1,701,48.0,Fully Paid
5100,36 months,12.41,170.39,C,< 1 year,MORTGAGE,75700,Verified,major_purchase,12.55,0,697,64.7,Fully Paid
19200,60 months,13.6,442.78,C,7 years,OWN,30400,Verified,debt_consolidation,35.87,1,703,64.9,Charged Off
14900,36 months,9.91,480.15,B,1 year,RENT,33100,Source Verified,car,18.24,0,715,34.1,Fully Paid
6600,36 months,17.36,236.49,E,7 years,MORTGAGE,64400,Not Verified,credit_card,34.42,0,655,63.7,Fully Paid
11500,36 months,13.04,387.7,C,4 years,MORTGAGE,42800,Verified,debt_consolidation,12.28,0,681,64.9,Fully Paid
